,loss,mse,mae,mape,rmse,val_loss,val_mse,val_mae,val_mape,val_rmse,lr
0,0.8755189180374146,0.853117823600769,0.7409757375717163,47.14745330810547,0.9303804636001587,0.6027722954750061,0.22203607857227325,0.3853595554828644,25.755615234375,0.47120699286460876,0.0010070001
1,0.5684359073638916,0.16096191108226776,0.3015158176422119,19.393888473510742,0.40271174907684326,0.5435760617256165,0.1175355613231659,0.25642579793930054,17.23746681213379,0.34283459186553955,0.0010140002
2,0.5342330932617188,0.10341590642929077,0.23779703676700592,15.221101760864258,0.32249659299850464,0.5273360013961792,0.09527522325515747,0.2449985146522522,16.71017074584961,0.308666855096817,0.0010210002
3,0.5172426104545593,0.0793873518705368,0.21864615380764008,14.095685958862305,0.2816679775714874,0.5192943811416626,0.09116806089878082,0.22702115774154663,15.171530723571777,0.3019405007362366,0.0010280003
4,0.5077770948410034,0.07331811636686325,0.20812180638313293,13.263858795166016,0.27160704135894775,0.4970564842224121,0.059078872203826904,0.20264898240566254,13.780744552612305,0.24306146800518036,0.0010350003
5,0.4959966838359833,0.06214400753378868,0.20307695865631104,13.173017501831055,0.24916502833366394,0.49288707971572876,0.06751871854066849,0.19533871114253998,12.817874908447266,0.259843647480011,0.0010420004
6,0.49315252900123596,0.06991171091794968,0.2070675790309906,13.276004791259766,0.263033926486969,0.4832663834095001,0.05737793445587158,0.19337798655033112,12.551434516906738,0.23953692615032196,0.0010490004
7,0.47726970911026,0.050203751772642136,0.1872844696044922,12.084484100341797,0.22419971227645874,0.4741382598876953,0.05155903846025467,0.1892368644475937,12.58139419555664,0.22706617414951324,0.0010560005
8,0.4717698097229004,0.051593828946352005,0.18832631409168243,12.182551383972168,0.22818933427333832,0.465623140335083,0.04663906991481781,0.18177290260791779,12.040639877319336,0.21596083045005798,0.0010630005
9,0.46157562732696533,0.04308399558067322,0.17743191123008728,11.46371078491211,0.20797257125377655,0.45997169613838196,0.04701664298772812,0.17577406764030457,10.901357650756836,0.2168332040309906,0.0010700006
10,0.45786595344543457,0.04710535705089569,0.18373140692710876,11.752059936523438,0.21714839339256287,0.45594000816345215,0.050317514687776566,0.17992457747459412,11.656621932983398,0.22431564331054688,0.0010593006
11,0.450933039188385,0.04411321133375168,0.1791585385799408,11.527619361877441,0.21059639751911163,0.4460929334163666,0.040886010974645615,0.1718742847442627,11.158517837524414,0.2022029012441635,0.0010593006
12,0.44486966729164124,0.04235365241765976,0.17632019519805908,11.327670097351074,0.20504000782966614,0.44089144468307495,0.04054635018110275,0.17187300324440002,11.247529029846191,0.20136123895645142,0.0010593006
13,0.4398021399974823,0.04210296645760536,0.17579364776611328,11.309602737426758,0.20473282039165497,0.4366680085659027,0.04171263426542282,0.17453926801681519,11.555644989013672,0.2042367160320282,0.0010593006
14,0.4353521168231964,0.0426575243473053,0.17805169522762299,11.509136199951172,0.20659883320331573,0.44383561611175537,0.06525056809186935,0.1995818018913269,11.96546745300293,0.25544190406799316,0.0010593006
15,0.4378589391708374,0.05669127777218819,0.19661447405815125,12.533061027526855,0.23732878267765045,0.4288151264190674,0.043947696685791016,0.17153288424015045,10.700153350830078,0.20963706076145172,0.0010487076
16,0.43059515953063965,0.05075954645872116,0.18912428617477417,12.145700454711914,0.22558149695396423,0.4239846169948578,0.04265851527452469,0.17664796113967896,11.772551536560059,0.20653939247131348,0.0010487076
17,0.4234946072101593,0.04479774087667465,0.18015584349632263,11.559572219848633,0.21219053864479065,0.42640024423599243,0.05552266165614128,0.19872145354747772,13.607526779174805,0.23563246428966522,0.0010487076
18,0.42148658633232117,0.04869231581687927,0.18580660223960876,11.999088287353516,0.22139951586723328,0.4255976676940918,0.06164182350039482,0.20881861448287964,14.376137733459473,0.2482777237892151,0.0010487076
19,0.41857582330703735,0.0504801869392395,0.18676500022411346,12.009437561035156,0.2251509577035904,0.4232555329799652,0.06438905745744705,0.2135341316461563,14.736780166625977,0.2537499964237213,0.0010487076
20,0.41419339179992676,0.04902191087603569,0.1831507831811905,11.810455322265625,0.22122244536876678,0.4106983542442322,0.04638569802045822,0.18319667875766754,12.332931518554688,0.21537339687347412,0.0010382206
