,loss,mse,mae,mape,rmse,val_loss,val_mse,val_mae,val_mape,val_rmse,lr
0,0.8077792525291443,0.5935125350952148,0.680596113204956,3830767.0,0.7754115462303162,0.5811303853988647,0.166531503200531,0.37062060832977295,33.79470443725586,0.4080827236175537,0.0010070001
1,0.5396013259887695,0.09920760244131088,0.2613450288772583,4106008.25,0.3165019750595093,0.4869093596935272,0.0294597540050745,0.135035902261734,12.224862098693848,0.17163842916488647,0.0010140002
2,0.4784623980522156,0.02917274832725525,0.13107842206954956,3782399.75,0.1706247329711914,0.4531838893890381,0.015642503276467323,0.10284833610057831,9.769368171691895,0.1250699907541275,0.0010210002
3,0.4483954906463623,0.022703098133206367,0.11321936547756195,4101316.25,0.1509443074464798,0.42488688230514526,0.012074025347828865,0.09151644259691238,8.812921524047852,0.10988187044858932,0.0010280003
4,0.42191988229751587,0.02211633510887623,0.10867515951395035,4344786.0,0.14880545437335968,0.4023714065551758,0.017594140022993088,0.1063801646232605,9.46391487121582,0.13264290988445282,0.0010350003
5,0.3963800072669983,0.020624754950404167,0.10468476265668869,4279196.5,0.14332623779773712,0.3755438029766083,0.011271986179053783,0.08383873850107193,7.497729301452637,0.10616961121559143,0.0010420004
6,0.3722219169139862,0.018501540645956993,0.09991856664419174,4019257.5,0.13639184832572937,0.35252082347869873,0.008979584090411663,0.07606902718544006,6.991086006164551,0.09476066380739212,0.0010490004
7,0.34962910413742065,0.015934301540255547,0.09100046753883362,4019117.0,0.1263275146484375,0.33487093448638916,0.013790255412459373,0.09299683570861816,8.247603416442871,0.11743191629648209,0.0010560005
8,0.33092260360717773,0.01750423200428486,0.09784749895334244,3886152.5,0.13238196074962616,0.3142238259315491,0.009016619063913822,0.07657862454652786,7.106497764587402,0.09495587646961212,0.0010630005
9,0.3128899037837982,0.016909344121813774,0.09354890137910843,4138311.5,0.13065068423748016,0.29790186882019043,0.009496670216321945,0.07822185754776001,7.080333709716797,0.0974508598446846,0.0010700006
10,0.29649460315704346,0.01608225144445896,0.09121036529541016,4026867.5,0.1269949972629547,0.2827281951904297,0.008686546236276627,0.0745742991566658,6.876278400421143,0.093201644718647,0.0010593006
11,0.28240320086479187,0.01652047038078308,0.09234646707773209,4091613.0,0.12866896390914917,0.26955050230026245,0.008965865708887577,0.07684851437807083,7.2375640869140625,0.09468825906515121,0.0010593006
12,0.2703346312046051,0.01823045127093792,0.0965753123164177,4289763.5,0.1358499526977539,0.2599366307258606,0.01378836203366518,0.09325532615184784,8.29061508178711,0.11742386221885681,0.0010593006
13,0.2583037316799164,0.017438936978578568,0.09692645817995071,3892913.0,0.13305993378162384,0.24723604321479797,0.010163393802940845,0.0826202780008316,7.8450751304626465,0.10081366449594498,0.0010593006
14,0.247782364487648,0.01755683124065399,0.09532705694437027,4134441.5,0.13296660780906677,0.23797622323036194,0.01143101416528225,0.0846947506070137,7.553661823272705,0.1069159209728241,0.0010593006
15,0.23788273334503174,0.01693388819694519,0.09369827806949615,4185097.25,0.13099785149097443,0.2276981770992279,0.008732042275369167,0.07538899034261703,7.045864105224609,0.09344540536403656,0.0010487076
16,0.22900374233722687,0.01654592901468277,0.09217853099107742,4142956.5,0.12932132184505463,0.22068634629249573,0.01106669194996357,0.08348028361797333,7.469273567199707,0.10519834607839584,0.0010487076
17,0.22096414864063263,0.016384541988372803,0.09208787977695465,4011177.75,0.1278756856918335,0.21206125617027283,0.008850275538861752,0.07530989497900009,6.901963710784912,0.09407591074705124,0.0010487076
18,0.2137535810470581,0.016633886843919754,0.0931415855884552,4083713.0,0.12973544001579285,0.2051776945590973,0.008948687463998795,0.07572664320468903,6.932218551635742,0.09459750354290009,0.0010487076
19,0.2069174200296402,0.01650470867753029,0.09232939034700394,4152514.75,0.12949015200138092,0.19926273822784424,0.009945488534867764,0.08009517937898636,7.2150774002075195,0.0997270718216896,0.0010487076
20,0.20054282248020172,0.016230307519435883,0.09168053418397903,3988547.0,0.1276116818189621,0.19278249144554138,0.008769749663770199,0.07569225132465363,7.0891618728637695,0.09364694356918335,0.0010382206
21,0.19541628658771515,0.017528405413031578,0.09598644822835922,4176712.25,0.1328798532485962,0.18957775831222534,0.013342147693037987,0.0917019173502922,8.143033027648926,0.11550821363925934,0.0010382206
22,0.19049428403377533,0.018411017954349518,0.10027927905321121,3981749.75,0.13651365041732788,0.18286015093326569,0.010152838192880154,0.08285242319107056,7.8835225105285645,0.1007612943649292,0.0010382206
23,0.1857100874185562,0.01892172172665596,0.09918244928121567,4260353.5,0.1373053938150406,0.1792410910129547,0.012498268857598305,0.08841340988874435,7.8542914390563965,0.11179566383361816,0.0010382206
24,0.1801457554101944,0.017123403027653694,0.09492359310388565,3911543.0,0.13066153228282928,0.17374026775360107,0.010415976867079735,0.08326307684183121,7.873990535736084,0.10205869376659393,0.0010382206
25,0.17603562772274017,0.017656132578849792,0.09510676562786102,4223089.5,0.13378967344760895,0.16879430413246155,0.008746659383177757,0.07515677064657211,6.964319705963135,0.09352356940507889,0.0010278384
26,0.17171639204025269,0.017038170248270035,0.09399718791246414,4200600.5,0.13105112314224243,0.16671612858772278,0.012276272289454937,0.08790842443704605,7.8341827392578125,0.11079835146665573,0.0010278384
27,0.16812248528003693,0.017399964854121208,0.09572376310825348,4093525.0,0.1315314620733261,0.16134843230247498,0.008858652785420418,0.07588236033916473,7.0644917488098145,0.09412041306495667,0.0010278384
28,0.16405677795410156,0.016495605930685997,0.09232872724533081,4150595.75,0.1287136822938919,0.1587289571762085,0.010618548840284348,0.08268677443265915,7.403367519378662,0.10304634273052216,0.0010278384
29,0.16046734154224396,0.01619928702712059,0.09199292212724686,4027656.75,0.12804460525512695,0.15443965792655945,0.008723215200006962,0.07516621798276901,6.997065544128418,0.09339815378189087,0.0010278384
30,0.1573103368282318,0.01646910049021244,0.09309403598308563,4135445.0,0.1287803053855896,0.15148724615573883,0.009139283560216427,0.07663355022668839,6.9785661697387695,0.09559960663318634,0.00101756
